dt,x,y,left.pos,left.vel,left.acc,left.jerk,center.pos,center.vel,center.acc,center.jerk,right.pos,right.vel,right.acc,right.jerk,heading
0.02,5.8626,0.1196,1.3147,3.1674,0.6791,-15.5035,1.5708,4.6200,7.0000,0.0000,1.8268,6.0723,13.3184,15.4836,0.2276
0.02,5.9551,0.1424,1.3783,3.1759,0.4234,-12.7882,1.6660,4.7600,7.0000,0.0000,1.9537,6.3438,13.5737,12.7666,0.2558
0.02,6.0495,0.1686,1.4419,3.1808,0.2492,-8.7087,1.7640,4.9000,7.0000,0.0000,2.0861,6.6188,13.7475,8.6863,0.2863
0.02,6.1457,0.1987,1.5056,3.1846,0.1889,-3.0166,1.8648,5.0400,7.0000,0.0000,2.2240,6.8949,13.8074,2.9948,0.3193
0.02,6.2435,0.2329,1.5694,3.1902,0.2781,4.4601,1.9684,5.1800,7.0000,0.0000,2.3674,7.1693,13.7178,-4.4794,0.3547
0.02,6.3425,0.2717,1.6334,3.2012,0.5529,13.7436,2.0748,5.3200,7.0000,0.0000,2.5161,7.4381,13.4426,-13.7575,0.3923
0.02,6.4426,0.3155,1.6978,3.2222,1.0454,24.6227,2.1840,5.4600,7.0000,0.0000,2.6701,7.6971,12.9500,-24.6286,0.4321
0.02,6.5433,0.3645,1.7630,3.2577,1.7771,36.5840,2.2960,5.6000,7.0000,0.0000,2.8289,7.9415,12.2185,-36.5786,0.4738
0.02,6.6443,0.4190,1.8292,3.3128,2.7528,48.7853,2.4108,5.7400,7.0000,0.0000,2.9922,8.1664,11.2431,-48.7664,0.5169
0.02,6.7452,0.4794,1.8971,3.3919,3.9550,60.1109,2.5284,5.8800,7.0000,0.0000,3.1596,8.3672,10.0416,-60.0774,0.5611
0.02,6.8457,0.5457,1.9671,3.4987,5.3415,69.3231,2.6488,6.0200,7.0000,0.0000,3.3304,8.5403,8.6561,-69.2758,0.6060
0.02,6.9453,0.6181,2.0398,3.6356,6.8474,75.2956,2.7720,6.1600,7.0000,0.0000,3.5041,8.6833,7.1513,-75.2375,0.6508
0.02,7.0438,0.6967,2.1158,3.8035,8.3927,77.2684,2.8980,6.3000,7.0000,0.0000,3.6800,8.7955,5.6072,-77.2043,0.6952
0.02,7.1409,0.7813,2.1959,4.0014,9.8935,75.0385,3.0268,6.4400,7.0000,0.0000,3.8575,8.8776,4.1078,-74.9741,0.7386
0.02,7.2363,0.8720,2.2804,4.2268,11.2738,69.0140,3.1584,6.5800,7.0000,0.0000,4.0362,8.9322,2.7287,-68.9550,0.7804
0.02,7.3299,0.9684,2.3699,4.4763,12.4760,60.1102,3.2928,6.7200,7.0000,0.0000,4.2154,8.9628,1.5274,-60.0611,0.8203
0.02,7.4215,1.0705,2.4648,4.7457,13.4666,49.5287,3.4300,6.8600,7.0000,0.0000,4.3949,8.9735,0.5376,-49.4924,0.8578
0.02,7.5112,1.1780,2.5654,5.0304,14.2366,38.5034,3.5700,7.0000,7.0000,0.0000,4.5743,8.9689,-0.2320,-38.4804,0.8929
0.02,7.5972,1.2885,2.6698,5.2201,9.4831,-237.6768,3.7100,7.0000,7.0000,0.0000,4.7499,8.7793,-9.4765,-462.2267,0.9245
